,raceId,constructorId,points,position,wins
2963,291,35,0.0,10,0
2964,291,6,5.0,4,0
2965,291,18,0.0,9,0
2966,293,3,74.0,1,5
2967,292,37,0.0,11,0
2968,292,18,0.0,10,0
2969,292,6,9.0,4,0
2970,292,35,1.0,8,0
2971,292,25,2.0,6,0
2972,292,22,17.0,2,0
2973,292,32,2.0,7,0
2974,292,27,0.0,9,0
2975,292,29,3.0,5,0
2976,292,17,0.0,13,0
2977,292,33,0.0,12,0
2978,292,34,0.0,14,0
2979,292,1,12.0,3,0
2980,292,3,58.0,1,4
2981,293,1,16.0,3,0
2982,293,22,20.0,2,0
2983,293,32,2.0,7,0
2984,293,27,0.0,9,0
2985,293,29,5.0,5,0
2986,293,17,0.0,10,0
2987,293,33,0.0,13,0
2988,293,34,0.0,14,0
2989,293,25,2.0,6,0
2990,293,35,2.0,8,0
2991,293,6,9.0,4,0
2992,293,18,0.0,11,0
2993,293,37,0.0,12,0
2994,294,3,84.0,1,5
2995,294,1,26.0,2,1
2996,294,22,25.0,3,0
2997,294,32,2.0,7,0
2998,294,27,0.0,11,0
2999,294,29,5.0,5,0
3000,294,17,0.0,12,0
3001,294,33,1.0,9,0
3002,294,34,0.0,14,0
3003,294,25,2.0,6,0
3004,294,35,2.0,8,0
3005,294,6,9.0,4,0
3006,294,18,0.0,10,0
3007,294,37,0.0,13,0
3008,295,3,84.0,1,5
3009,295,1,36.0,2,2
3010,295,22,31.0,3,0
3011,295,32,2.0,8,0
3012,295,27,1.0,10,0
3013,295,29,5.0,5,0
3014,295,17,0.0,13,0
3015,295,33,1.0,11,0
3016,295,34,0.0,14,0
3017,295,25,4.0,6,0
3018,295,35,2.0,9,0
3019,295,6,13.0,4,0
3020,295,18,0.0,12,0
3021,295,37,3.0,7,0
3022,296,3,100.0,1,6
3023,296,1,36.0,2,2
3024,296,22,35.0,3,0
3025,296,32,6.0,5,0
3026,296,27,3.0,9,0
3027,296,29,5.0,6,0
3028,296,17,0.0,13,0
3029,296,33,1.0,11,0
3030,296,34,0.0,14,0
3031,296,25,4.0,7,0
3032,296,35,2.0,10,0
3033,296,6,13.0,4,0
3034,296,18,0.0,12,0
3035,296,37,3.0,8,0
3036,297,3,116.0,1,7
3037,297,1,38.0,3,2
3038,297,22,42.0,2,0
3039,297,32,7.0,5,0
3040,297,27,3.0,9,0
3041,297,29,5.0,6,0
3042,297,17,0.0,13,0
3043,297,33,1.0,11,0
3044,297,34,0.0,14,0
3045,297,25,4.0,7,0
3046,297,35,2.0,10,0
3047,297,6,13.0,4,0
3048,297,18,0.0,12,0
3049,297,37,3.0,8,0
3050,297,36,0.0,15,0
3051,298,3,126.0,1,8
3052,298,1,44.0,3,2
3053,298,22,49.0,2,0
3054,298,32,7.0,5,0
3055,298,27,4.0,8,0
3056,298,29,5.0,6,0
3057,298,17,0.0,13,0
3058,298,33,1.0,11,0
3059,298,34,0.0,14,0
3060,298,25,4.0,7,0
3061,298,35,2.0,10,0
3062,298,6,15.0,4,0
3063,298,18,0.0,12,0
3064,298,37,3.0,9,0
3065,298,36,0.0,15,0
3066,299,3,132.0,1,8
3067,299,1,58.0,2,3
3068,299,22,51.0,3,0
3069,299,32,10.0,5,0
3070,299,27,4.0,8,0
3071,299,29,5.0,6,0
3072,299,17,0.0,13,0
3073,299,33,1.0,11,0
3074,299,34,0.0,14,0
3075,299,25,4.0,7,0
3076,299,35,2.0,10,0
3077,299,6,16.0,4,0
3078,299,18,0.0,12,0
3079,299,37,3.0,9,0
3080,299,36,0.0,15,0
3081,300,3,142.0,1,8
3082,300,1,60.0,3,3
3083,300,22,64.0,2,1
3084,300,32,11.0,5,0
3085,300,27,4.0,8,0
3086,300,29,5.0,6,0
3087,300,17,0.0,13,0
3088,300,33,1.0,11,0
3089,300,34,0.0,15,0
3090,300,25,4.0,7,0
3091,300,35,2.0,10,0
3092,300,6,16.0,4,0
3093,300,18,0.0,12,0
3094,300,37,3.0,9,0
3095,300,36,0.0,14,0
3096,301,3,144.0,1,8
3097,301,1,73.0,3,4
3098,301,22,74.0,2,1
3099,301,32,11.0,5,0
3100,301,27,4.0,8,0
3101,301,29,5.0,6,0
3102,301,17,0.0,13,0
3103,301,33,1.0,11,0
3104,301,34,0.0,15,0
3105,301,25,5.0,7,0
3106,301,35,2.0,10,0
3107,301,6,16.0,4,0
3108,301,18,0.0,12,0
3109,301,37,3.0,9,0
3110,301,36,0.0,14,0
3111,302,3,154.0,1,9
3112,302,1,83.0,2,4
3113,302,22,77.0,3,1
3114,302,32,13.0,5,0
3115,302,27,4.0,8,0
3116,302,29,6.0,6,0
3117,302,17,0.0,13,0
3118,302,33,1.0,11,0
3119,302,34,0.0,15,0
3120,302,25,5.0,7,0
3121,302,35,2.0,10,0
3122,302,6,16.0,4,0
3123,302,18,0.0,12,0
3124,302,37,3.0,9,0
3125,302,36,0.0,14,0
3126,303,3,164.0,1,10
3127,303,1,89.0,2,4
3128,303,22,81.0,3,1
3129,303,32,13.0,5,0
3130,303,27,4.0,8,0
3131,303,29,6.0,7,0
3132,303,17,0.0,13,0
3133,303,33,1.0,12,0
3134,303,34,0.0,15,0
3135,303,25,8.0,6,0
3136,303,35,2.0,10,0
3137,303,6,18.0,4,0
3138,303,18,1.0,11,0
3139,303,37,3.0,9,0
3140,303,36,0.0,14,0
3141,304,3,164.0,1,10
3142,304,1,99.0,2,5
3143,304,22,91.0,3,1
3144,304,32,13.0,5,0
3145,304,27,6.0,8,0
3146,304,29,6.0,7,0
3147,304,17,1.0,11,0
3148,304,33,1.0,13,0
3149,304,34,0.0,15,0
3150,304,25,8.0,6,0
3151,304,35,2.0,10,0
3152,304,6,21.0,4,0
3153,304,18,1.0,12,0
3154,304,37,3.0,9,0
3155,304,36,0.0,14,0
3156,305,36,0.0,18,0
3157,305,42,0.0,17,0
3158,305,35,0.0,16,0
3159,305,27,0.0,15,0
3160,305,41,0.0,14,0
3161,305,29,0.0,13,0
3162,305,3,0.0,12,0
3163,305,32,0.0,11,0
3164,305,34,0.0,10,0
3165,305,17,0.0,9,0
3166,306,36,0.0,17,0
3167,306,42,0.0,18,0
3168,306,35,0.0,14,0
3169,306,27,0.0,12,0
3170,306,41,0.0,16,0
3171,306,29,0.0,15,0
3172,306,3,6.0,3,0
3173,306,32,0.0,10,0
3174,306,34,0.0,13,0
3175,306,17,0.0,11,0
3176,306,18,0.0,8,0
3177,306,39,0.0,9,0
3178,306,40,0.0,7,0
3179,306,33,1.0,6,0
3180,307,26,0.0,17,0
3181,307,36,0.0,18,0
3182,307,42,0.0,19,0
3183,307,35,4.0,6,0
3184,307,27,0.0,11,0
3185,307,41,0.0,15,0
3186,307,29,0.0,16,0
3187,307,3,6.0,3,0
3188,307,32,3.0,8,0
3189,307,34,0.0,12,0
3190,307,17,0.0,14,0
3191,307,18,3.0,7,0
3192,307,39,0.0,13,0
3193,307,40,0.0,10,0
3194,307,33,1.0,9,0
3195,308,26,0.0,15,0
3196,308,36,0.0,18,0
3197,308,42,0.0,19,0
3198,308,35,5.0,5,0
3199,308,27,0.0,10,0
3200,308,41,0.0,16,0
3201,308,29,0.0,17,0
3202,308,3,12.0,3,0
3203,308,32,3.0,8,0
3204,308,34,0.0,13,0
3205,308,17,0.0,12,0
3206,308,18,3.0,7,0
3207,308,39,0.0,14,0
3208,308,40,0.0,11,0
3209,308,33,1.0,9,0
3210,308,25,5.0,6,0
3211,309,26,0.0,15,0
3212,309,36,0.0,18,0
3213,309,42,0.0,19,0
3214,309,35,5.0,6,0
3215,309,27,0.0,11,0
3216,309,41,0.0,16,0
3217,309,29,0.0,17,0
3218,309,3,17.0,3,0
3219,309,32,3.0,9,0
3220,309,34,0.0,13,0
3221,309,17,5.0,7,0
3222,309,18,3.0,8,0
3223,309,39,0.0,14,0
3224,309,40,0.0,12,0
3225,309,33,1.0,10,0
3226,309,25,11.0,5,0
3227,310,26,1.0,10,0
3228,310,36,0.0,18,0
3229,310,42,0.0,19,0
3230,310,35,5.0,7,0
3231,310,27,0.0,12,0
3232,310,41,0.0,16,0
3233,310,29,0.0,17,0
3234,310,3,33.0,2,1
3235,310,32,3.0,9,0
3236,310,34,0.0,14,0
3237,310,17,8.0,6,0
3238,310,18,3.0,8,0
3239,310,39,0.0,15,0
3240,310,40,0.0,13,0
3241,310,33,1.0,11,0
3242,310,25,11.0,5,0
3243,311,26,1.0,10,0
3244,311,36,0.0,18,0
3245,311,42,0.0,19,0
3246,311,35,5.0,7,0
3247,311,27,0.0,12,0
3248,311,41,0.0,14,0
3249,311,29,0.0,17,0
3250,311,3,45.0,2,2
3251,311,32,3.0,9,0
3252,311,34,0.0,15,0
3253,311,17,9.0,6,0
3254,311,18,3.0,8,0
3255,311,39,0.0,16,0
3256,311,40,0.0,13,0
3257,311,33,1.0,11,0
3258,311,25,11.0,5,0
3259,312,26,1.0,10,0
3260,312,36,0.0,18,0
3261,312,42,0.0,19,0
3262,312,35,5.0,7,0
3263,312,27,0.0,12,0
3264,312,41,0.0,14,0
3265,312,29,0.0,17,0
3266,312,3,55.0,2,3
3267,312,32,3.0,9,0
3268,312,34,0.0,15,0
3269,312,17,10.0,6,0
3270,312,18,3.0,8,0
3271,312,39,0.0,16,0
3272,312,40,0.0,13,0
3273,312,33,1.0,11,0
3274,312,25,11.0,5,0
3275,313,26,1.0,10,0
3276,313,36,0.0,18,0
3277,313,42,0.0,19,0
3278,313,35,5.0,7,0
3279,313,27,0.0,12,0
3280,313,41,0.0,14,0
3281,313,29,0.0,17,0
3282,313,3,71.0,1,4
3283,313,32,3.0,9,0
3284,313,34,0.0,15,0
3285,313,17,13.0,5,0
3286,313,18,3.0,8,0
3287,313,39,0.0,16,0
3288,313,40,0.0,13,0
3289,313,33,1.0,11,0
3290,313,25,11.0,6,0
3291,314,26,1.0,11,0
3292,314,36,0.0,18,0
3293,314,42,0.0,19,0
3294,314,35,5.0,7,0
3295,314,27,0.0,13,0
3296,314,41,1.0,10,0
3297,314,29,0.0,17,0
3298,314,3,81.0,2,4
3299,314,32,3.0,9,0
3300,314,34,0.0,15,0
3301,314,17,13.0,5,0
3302,314,18,3.0,8,0
3303,314,39,0.0,16,0
3304,314,40,0.0,14,0
3305,314,33,1.0,12,0
3306,314,25,11.0,6,0
3307,315,36,0.0,17,0
3308,315,42,0.0,19,0
3309,315,35,5.0,7,0
3310,315,27,0.0,14,0
3311,315,41,1.0,10,0
3312,315,29,0.0,18,0
3313,315,3,83.0,2,4
3314,315,32,3.0,9,0
3315,315,34,1.0,11,0
3316,315,17,13.0,5,0
3317,315,18,3.0,8,0
3318,315,39,0.0,16,0
3319,315,40,0.0,15,0
3320,315,33,1.0,13,0
3321,315,25,11.0,6,0
3322,315,22,30.0,4,1
3323,316,36,0.0,17,0
3324,316,42,0.0,19,0
3325,316,35,5.0,7,0
3326,316,27,0.0,14,0
3327,316,41,1.0,10,0
3328,316,29,0.0,18,0
3329,316,3,93.0,2,5
3330,316,32,3.0,9,0
3331,316,34,1.0,11,0
3332,316,17,13.0,5,0
3333,316,18,3.0,8,0
3334,316,39,0.0,16,0
3335,316,40,0.0,15,0
3336,316,33,1.0,13,0
3337,316,25,11.0,6,0
3338,316,22,33.0,4,1
3339,317,26,1.0,12,0
3340,317,36,0.0,17,0
3341,317,42,0.0,19,0
3342,317,35,5.0,8,0
3343,317,27,0.0,14,0
3344,317,41,1.0,10,0
3345,317,29,0.0,18,0
3346,317,3,103.0,2,6
3347,317,32,3.0,9,0
3348,317,34,1.0,11,0
3349,317,17,13.0,5,0
3350,317,18,6.0,7,0
3351,317,39,0.0,16,0
3352,317,40,0.0,15,0
3353,317,33,1.0,13,0
3354,317,25,11.0,6,0
3355,317,22,36.0,4,1
3356,317,6,43.0,3,0
3357,318,26,1.0,12,0
3358,318,36,0.0,17,0
3359,318,42,0.0,19,0
3360,318,35,5.0,8,0
3361,318,27,0.0,14,0
3362,318,41,1.0,10,0
3363,318,29,0.0,18,0
3364,318,3,117.0,1,7
3365,318,32,3.0,9,0
3366,318,34,1.0,11,0
3367,318,17,13.0,5,0
3368,318,18,6.0,7,0
3369,318,39,0.0,16,0
3370,318,40,0.0,15,0
3371,318,33,1.0,13,0
3372,318,25,11.0,6,0
3373,318,22,37.0,4,1
3374,318,6,52.0,3,0
3375,319,26,1.0,12,0
3376,319,36,0.0,17,0
3377,319,42,0.0,19,0
3378,319,35,5.0,8,0
3379,319,27,0.0,14,0
3380,319,41,1.0,11,0
3381,319,29,0.0,18,0
3382,319,3,121.0,2,7
3383,319,32,3.0,9,0
3384,319,34,3.0,10,0
3385,319,17,13.0,5,0
3386,319,18,6.0,7,0
3387,319,39,0.0,16,0
3388,319,40,0.0,15,0
3389,319,33,1.0,13,0
3390,319,25,12.0,6,0
3391,319,22,37.0,4,1
3392,319,6,55.0,3,0
3393,320,26,1.0,12,0
3394,320,36,0.0,17,0
3395,320,42,0.0,19,0
3396,320,35,5.0,8,0
3397,320,27,0.0,14,0
3398,320,41,1.0,11,0
3399,320,29,0.0,18,0
3400,320,3,125.0,2,7
3401,320,32,3.0,9,0
3402,320,34,3.0,10,0
3403,320,17,13.0,5,0
3404,320,18,6.0,7,0
3405,320,39,0.0,16,0
3406,320,40,0.0,15,0
3407,320,33,1.0,13,0
3408,320,25,12.0,6,0
3409,320,22,38.5,4,1
3410,320,6,55.5,3,0
3411,321,41,0.0,10,0
3412,321,44,0.0,9,0
3413,321,21,0.0,8,0
3414,321,33,0.0,7,0
3415,321,18,0.0,6,0
3416,321,34,2.0,5,0
3417,321,22,3.0,4,0
3418,321,3,4.0,3,0
3419,321,25,7.0,2,0
3420,321,1,9.0,1,1
3421,322,35,0.0,12,0
3422,322,45,0.0,16,0
3423,322,6,12.0,2,1
3424,322,41,0.0,13,0
3425,322,44,0.0,11,0
3426,322,21,0.0,9,0
3427,322,33,0.0,8,0
3428,322,18,0.0,7,0
3429,322,34,2.0,6,0
3430,322,22,4.0,5,0
3431,322,3,6.0,4,0
3432,322,25,7.0,3,0
3433,322,1,19.0,1,1
3434,323,27,0.0,10,0
3435,323,32,0.0,7,0
3436,323,35,0.0,14,0
3437,323,45,0.0,16,0
3438,323,6,15.0,3,1
3439,323,41,0.0,15,0
3440,323,44,0.0,13,0
3441,323,21,0.0,11,0
3442,323,33,0.0,9,0
3443,323,18,0.0,8,0
3444,323,34,2.0,6,0
3445,323,22,10.0,4,0
3446,323,3,15.0,2,1
3447,323,25,8.0,5,0
3448,323,1,25.0,1,1
3449,324,27,0.0,12,0
3450,324,32,0.0,9,0
3451,324,35,0.0,14,0
3452,324,45,0.0,16,0
3453,324,6,15.0,3,1
3454,324,41,0.0,15,0
3455,324,44,0.0,13,0
3456,324,21,2.0,6,0
3457,324,33,1.0,8,0
3458,324,18,0.0,10,0
3459,324,34,2.0,7,0
3460,324,22,10.0,5,0
3461,324,3,18.0,2,1
3462,324,25,14.0,4,0
3463,324,1,38.0,1,2
3464,325,46,0.0,11,0
3465,325,27,0.0,12,0
3466,325,32,1.0,8,0
3467,325,35,0.0,16,0
3468,325,45,0.0,14,0
3469,325,6,21.0,2,1
3470,325,41,0.0,13,0
3471,325,44,0.0,15,0
3472,325,21,2.0,7,0
3473,325,33,1.0,9,0
3474,325,18,0.0,10,0
3475,325,34,2.0,6,0
3476,325,22,16.0,4,0
3477,325,3,18.0,3,1
3478,325,25,14.0,5,0
3479,325,1,50.0,1,3
3480,326,46,0.0,11,0
3481,326,27,0.0,12,0
3482,326,32,1.0,8,0
3483,326,35,0.0,14,0
3484,326,45,0.0,15,0
3485,326,6,36.0,2,2
3486,326,41,0.0,13,0
3487,326,44,0.0,16,0
3488,326,21,2.0,7,0
3489,326,33,1.0,9,0
3490,326,18,0.0,10,0
3491,326,34,2.0,6,0
3492,326,22,20.0,4,0
3493,326,3,20.0,3,1
3494,326,25,14.0,5,0
3495,326,1,54.0,1,3
3496,327,39,0.0,17,0
3497,327,46,0.0,12,0
3498,327,27,0.0,13,0
3499,327,32,1.0,10,0
3500,327,35,0.0,14,0
3501,327,45,0.0,15,0
3502,327,6,45.0,2,3
3503,327,41,6.0,6,0
3504,327,44,0.0,16,0
3505,327,21,2.0,8,0
3506,327,33,1.0,9,0
3507,327,18,0.0,11,0
3508,327,34,2.0,7,0
3509,327,22,23.0,3,0
3510,327,3,21.0,4,1
3511,327,25,14.0,5,0
3512,327,1,60.0,1,3
3513,328,39,0.0,17,0
3514,328,46,0.0,12,0
3515,328,27,0.0,13,0
3516,328,32,1.0,10,0
3517,328,35,0.0,14,0
3518,328,45,0.0,15,0
3519,328,6,54.0,2,4
3520,328,41,6.0,6,0
3521,328,44,0.0,16,0
3522,328,21,2.0,8,0
3523,328,33,5.0,7,0
3524,328,18,0.0,11,0
3525,328,34,2.0,9,0
3526,328,22,25.0,4,0
3527,328,3,27.0,3,1
3528,328,25,14.0,5,0
3529,328,1,64.0,1,3
3530,329,39,0.0,17,0
3531,329,46,0.0,12,0
3532,329,27,0.0,13,0
3533,329,32,1.0,10,0
3534,329,35,0.0,14,0
3535,329,45,0.0,15,0
3536,329,6,57.0,2,4
3537,329,41,6.0,6,0
3538,329,44,0.0,16,0
3539,329,21,2.0,8,0
3540,329,33,5.0,7,0
3541,329,18,0.0,11,0
3542,329,34,2.0,9,0
3543,329,22,31.0,3,0
3544,329,3,30.0,4,1
3545,329,25,14.0,5,0
3546,329,1,77.0,1,4
3547,330,39,0.0,15,0
3548,330,46,0.0,12,0
3549,330,27,0.0,13,0
3550,330,32,3.0,8,0
3551,330,35,0.0,14,0
3552,330,45,0.0,16,0
3553,330,6,57.0,2,4
3554,330,41,6.0,6,0
3555,330,44,0.0,17,0
3556,330,21,2.0,9,0
3557,330,33,6.0,7,0
3558,330,18,0.0,11,0
3559,330,34,2.0,10,0
3560,330,22,35.0,4,0
3561,330,3,42.0,3,2
3562,330,25,14.0,5,0
3563,330,1,83.0,1,4
3564,331,39,0.0,16,0
3565,331,46,0.0,12,0
3566,331,27,0.0,13,0
3567,331,32,3.0,8,0
3568,331,35,0.0,14,0
3569,331,45,0.0,15,0
3570,331,6,63.0,2,4
3571,331,41,7.0,6,0
3572,331,44,0.0,17,0
3573,331,21,2.0,9,0
3574,331,33,6.0,7,0
3575,331,18,0.0,11,0
3576,331,34,2.0,10,0
3577,331,22,40.0,4,0
3578,331,3,42.0,3,2
3579,331,25,14.0,5,0
3580,331,1,96.0,1,5
3581,332,39,0.0,16,0
3582,332,46,0.0,12,0
3583,332,27,0.0,13,0
3584,332,32,3.0,8,0
3585,332,35,0.0,14,0
3586,332,45,0.0,15,0
3587,332,6,72.0,2,4
3588,332,41,7.0,6,0
3589,332,44,0.0,17,0
3590,332,21,2.0,9,0
3591,332,33,6.0,7,0
3592,332,18,0.0,11,0
3593,332,34,2.0,10,0
3594,332,22,40.0,4,0
3595,332,3,44.0,3,2
3596,332,25,15.0,5,0
3597,332,1,109.0,1,6
3598,333,39,0.0,16,0
3599,333,46,0.0,12,0
3600,333,27,0.0,13,0
3601,333,32,3.0,8,0
3602,333,35,0.0,14,0
3603,333,45,0.0,15,0
3604,333,6,85.0,2,5
3605,333,41,7.0,6,0
3606,333,44,0.0,17,0
3607,333,21,2.0,9,0
3608,333,33,6.0,7,0
3609,333,18,0.0,11,0
3610,333,34,2.0,10,0
3611,333,22,43.0,4,0
3612,333,3,44.0,3,2
3613,333,25,15.0,5,0
3614,333,1,118.0,1,6
3615,334,39,0.0,14,0
3616,334,46,0.0,13,0
3617,334,27,0.0,11,0
3618,334,32,3.0,8,0
3619,334,35,0.0,15,0
3620,334,45,0.0,16,0
3621,334,6,100.0,2,6
3622,334,41,7.0,6,0
3623,334,44,0.0,17,0
3624,334,21,2.0,9,0
3625,334,33,7.0,7,0
3626,334,18,0.0,12,0
3627,334,34,2.0,10,0
3628,334,22,47.0,4,0
3629,334,3,49.0,3,2
3630,334,25,15.0,5,0
3631,334,1,118.0,1,6
3632,335,39,0.0,14,0
3633,335,46,0.0,13,0
3634,335,27,0.0,11,0
3635,335,32,3.0,8,0
3636,335,35,0.0,15,0
3637,335,45,0.0,16,0
3638,335,6,100.0,2,6
3639,335,41,7.0,7,0
3640,335,44,0.0,17,0
3641,335,21,2.0,9,0
3642,335,33,11.0,6,0
3643,335,18,0.0,12,0
3644,335,34,2.0,10,0
3645,335,22,62.0,3,1
3646,335,3,54.0,4,2
3647,335,25,16.0,5,0
3648,335,1,118.0,1,6
3649,336,39,0.0,14,0
3650,336,46,0.0,13,0
3651,336,27,0.0,11,0
3652,336,32,3.0,8,0
3653,336,35,0.0,15,0
3654,336,45,0.0,16,0
3655,336,6,110.0,2,6
3656,336,41,7.0,7,0
3657,336,44,0.0,17,0
3658,336,21,2.0,9,0
3659,336,33,11.0,6,0
3660,336,18,0.0,12,0
3661,336,34,2.0,10,0
3662,336,22,71.0,3,2
3663,336,3,57.0,4,2
3664,336,25,16.0,5,0
3665,336,1,121.0,1,6
3666,1,6,0.0,9,0
3667,1,2,0.0,7,0
3668,1,9,0.0,8,0
3669,1,10,0.0,6,0
3670,1,5,3.0,5,0
3671,1,3,3.0,4,0
3672,1,4,4.0,3,0
3673,1,7,11.0,2,0
3674,1,23,18.0,1,1
3675,2,6,0.0,10,0
3676,2,9,1.5,7,0
3677,2,2,4.0,3,0
3678,2,10,0.0,9,0
3679,2,5,3.0,6,0
3680,2,3,3.5,5,0
3681,2,4,4.0,4,0
3682,2,7,16.5,2,0
3683,2,1,1.0,8,0
3684,2,23,25.0,1,2
3685,36,1,14.0,11,0
3686,37,1,32.0,11,1
3687,37,6,23.0,1,1
3688,39,6,49.0,1,3
3689,40,6,56.0,1,3
3690,41,6,60.0,1,3
3691,42,6,71.0,1,3
3692,43,6,89.0,1,4
3693,44,6,103.0,1,5
3694,45,6,111.0,1,5
3695,46,6,119.0,1,5
3696,47,6,137.0,1,6
3697,48,6,143.0,1,6
3698,49,6,161.0,1,7
3699,50,6,170.0,1,7
3700,51,6,186.0,1,8
3701,52,6,204.0,1,9
3702,321,6,0.0,11,0
3703,321,45,0.0,12,0
3704,321,35,0.0,13,0
3705,321,32,0.0,14,0
3706,321,27,0.0,15,0
3707,321,46,0.0,16,0
3708,321,39,0.0,17,0
3709,321,47,0.0,18,0
3710,321,42,0.0,19,0
3711,322,32,0.0,14,0
3712,322,27,0.0,10,0
3713,322,46,0.0,17,0
3714,322,39,0.0,15,0
3715,322,47,0.0,19,0
3716,322,42,0.0,18,0
3717,323,46,0.0,12,0
3718,323,39,0.0,17,0
3719,323,47,0.0,19,0
3720,323,42,0.0,18,0
3721,324,46,0.0,11,0
3722,324,39,0.0,17,0
3723,324,47,0.0,19,0
3724,324,42,0.0,18,0
3725,325,39,0.0,17,0
3726,325,47,0.0,19,0
3727,325,42,0.0,18,0
3728,326,39,0.0,17,0
3729,326,47,0.0,19,0
3730,326,42,0.0,18,0
3731,327,47,0.0,19,0
3732,327,42,0.0,18,0
3733,328,47,0.0,19,0
3734,328,42,0.0,18,0
3735,329,47,0.0,19,0
3736,329,42,0.0,18,0
3737,330,47,0.0,19,0
3738,330,42,0.0,18,0
3739,331,47,0.0,19,0
3740,331,42,0.0,18,0
3741,332,47,0.0,19,0
3742,332,42,0.0,18,0
3743,333,47,0.0,19,0
3744,333,42,0.0,18,0
3745,334,47,0.0,19,0
3746,334,42,0.0,18,0
3747,335,47,0.0,19,0
3748,335,42,0.0,18,0
3749,336,47,0.0,19,0
3750,336,42,0.0,18,0
3751,305,18,0.0,8,0
3752,305,39,0.0,7,0
3753,305,40,0.0,6,0
3754,305,33,1.0,5,0
3755,305,25,5.0,3,0
3756,305,22,4.0,4,0
3757,305,6,6.0,2,0
3758,305,1,10.0,1,1
3759,306,25,5.0,5,0
3760,306,22,6.0,4,0
3761,306,6,10.0,2,0
3762,306,1,24.0,1,2
3763,307,25,5.0,5,0
3764,307,22,6.0,4,0
3765,307,6,10.0,2,0
3766,307,1,40.0,1,3
3767,308,22,9.0,4,0
3768,308,6,16.0,2,0
3769,308,1,50.0,1,4
3770,309,22,19.0,2,1
3771,309,6,16.0,4,0
3772,309,1,50.0,1,4
3773,310,22,21.0,3,1
3774,310,1,54.0,1,4
3775,310,6,16.0,4,0
3776,311,22,21.0,4,1
3777,311,1,58.0,1,4
3778,311,6,25.0,3,0
3779,312,22,23.0,4,1
3780,312,1,67.0,1,4
3781,312,6,29.0,3,0
3782,313,22,23.0,4,1
3783,313,1,70.0,2,4
3784,313,6,33.0,3,0
3785,314,22,23.0,4,1
3786,314,1,83.0,1,5
3787,314,6,35.0,3,0
3788,315,6,35.0,3,0
3789,315,1,99.0,1,6
3790,316,6,39.0,3,0
3791,316,1,108.0,1,6
3792,317,1,114.0,1,6
3793,318,1,116.0,2,6
3794,319,1,132.0,1,7
3795,320,1,139.0,1,8
3796,315,26,1.0,12,0
3797,316,26,1.0,12,0
3798,3,9,19.5,2,1
3799,3,5,4.0,7,0
3800,3,10,0.0,10,0
3801,3,6,0.0,9,0
3802,3,2,4.0,5,0
3803,3,3,3.5,8,0
3804,3,4,4.0,6,0
3805,3,7,18.5,3,0
3806,3,1,8.0,4,0
3807,3,23,36.0,1,2
3808,4,9,27.5,2,1
3809,4,2,4.0,6,0
3810,4,10,0.0,10,0
3811,4,5,4.0,7,0
3812,4,4,5.0,5,0
3813,4,1,13.0,4,0
3814,4,7,26.5,3,0
3815,4,6,3.0,9,0
3816,4,3,3.5,8,0
3817,4,23,50.0,1,3
3818,5,23,68.0,1,4
3819,5,1,13.0,4,0
3820,5,7,26.5,3,0
3821,5,4,9.0,5,0
3822,5,3,4.5,8,0
3823,5,5,4.0,9,0
3824,5,10,0.0,10,0
3825,5,2,6.0,6,0
3826,5,9,38.5,2,1
3827,5,6,6.0,7,0
3828,6,10,0.0,10,0
3829,6,2,6.0,8,0
3830,6,7,26.5,3,0
3831,6,6,17.0,4,0
3832,6,9,42.5,2,1
3833,6,5,5.0,9,0
3834,6,3,7.5,7,0
3835,6,4,11.0,6,0
3836,6,1,13.0,5,0
3837,6,23,86.0,1,5
3838,7,6,20.0,4,0
3839,7,2,8.0,8,0
3840,7,5,5.0,9,0
3841,7,4,11.0,7,0
3842,7,1,13.0,5,0
3843,7,7,32.5,3,0
3844,7,23,96.0,1,6
3845,7,9,56.5,2,1
3846,7,3,11.5,6,0
3847,7,10,0.0,10,0
3848,8,6,26.0,4,0
3849,8,2,8.0,8,0
3850,8,5,5.0,9,0
3851,8,4,11.0,7,0
3852,8,1,13.0,6,0
3853,8,7,34.5,3,0
3854,8,23,105.0,1,6
3855,8,9,74.5,2,2
3856,8,3,15.5,5,0
3857,8,10,0.0,10,0
3858,9,23,112.0,1,6
3859,9,1,14.0,6,0
3860,9,7,34.5,3,0
3861,9,4,13.0,7,0
3862,9,3,20.5,5,0
3863,9,5,5.0,9,0
3864,9,10,0.0,10,0
3865,9,2,8.0,8,0
3866,9,9,92.5,2,3
3867,9,6,32.0,4,0
3868,10,23,114.0,1,6
3869,10,1,28.0,5,1
3870,10,7,38.5,4,0
3871,10,4,13.0,7,0
3872,10,3,25.5,6,0
3873,10,5,5.0,9,0
3874,10,10,0.0,10,0
3875,10,2,8.0,8,0
3876,10,9,98.5,2,3
3877,10,6,40.0,3,0
3878,11,23,126.0,1,7
3879,11,1,41.0,4,1
3880,11,7,38.5,5,0
3881,11,4,16.0,7,0
3882,11,3,29.5,6,0
3883,11,5,5.0,9,0
3884,11,10,0.0,10,0
3885,11,2,9.0,8,0
3886,11,9,98.5,2,3
3887,11,6,46.0,3,0
3888,12,23,128.0,1,7
3889,12,1,44.0,4,1
3890,12,7,38.5,5,0
3891,12,4,16.0,8,0
3892,12,3,30.5,6,0
3893,12,5,5.0,10,0
3894,12,10,8.0,9,0
