,raceId,driverId,stop,lap,time,duration,milliseconds
0,841,153,1,1,0 days 17:05:23,0 days 00:00:26.898000,26898
1,841,30,1,1,0 days 17:05:52,0 days 00:00:25.021000,25021
2,841,17,1,11,0 days 17:20:48,0 days 00:00:23.426000,23426
3,841,4,1,12,0 days 17:22:34,0 days 00:00:23.251000,23251
4,841,13,1,13,0 days 17:24:10,0 days 00:00:23.842000,23842
5,841,22,1,13,0 days 17:24:29,0 days 00:00:23.643000,23643
6,841,20,1,14,0 days 17:25:17,0 days 00:00:22.603000,22603
7,841,814,1,14,0 days 17:26:03,0 days 00:00:24.863000,24863
8,841,816,1,14,0 days 17:26:50,0 days 00:00:25.259000,25259
9,841,67,1,15,0 days 17:27:34,0 days 00:00:25.342000,25342
10,841,2,1,15,0 days 17:27:41,0 days 00:00:22.994000,22994
11,841,1,1,16,0 days 17:28:24,0 days 00:00:23.227000,23227
12,841,808,1,16,0 days 17:28:39,0 days 00:00:24.535000,24535
13,841,3,1,16,0 days 17:29:00,0 days 00:00:23.716000,23716
14,841,155,1,16,0 days 17:29:06,0 days 00:00:24.064000,24064
15,841,16,1,16,0 days 17:29:08,0 days 00:00:25.978000,25978
16,841,15,1,16,0 days 17:29:49,0 days 00:00:24.899000,24899
17,841,18,1,17,0 days 17:30:24,0 days 00:00:16.867000,16867
18,841,153,2,17,0 days 17:31:06,0 days 00:00:24.463000,24463
19,841,5,1,17,0 days 17:31:11,0 days 00:00:24.865000,24865
20,841,30,2,17,0 days 17:32:08,0 days 00:00:23.988000,23988
21,841,10,1,18,0 days 17:33:02,0 days 00:00:23.792000,23792
22,841,18,2,19,0 days 17:33:53,0 days 00:00:23.303000,23303
23,841,815,1,23,0 days 17:40:27,0 days 00:00:23.438000,23438
24,841,22,2,23,0 days 17:40:45,0 days 00:00:37.856000,37856
25,841,17,2,26,0 days 17:44:29,0 days 00:00:22.520000,22520
26,841,4,2,27,0 days 17:46:04,0 days 00:00:24.733000,24733
27,841,22,3,28,0 days 17:49:07,0 days 00:00:16.892000,16892
28,841,67,2,29,0 days 17:49:47,0 days 00:00:23.100000,23100
29,841,2,2,30,0 days 17:51:32,0 days 00:00:25.098000,25098
30,841,13,2,31,0 days 17:52:28,0 days 00:00:24.500000,24500
31,841,155,2,32,0 days 17:54:21,0 days 00:00:24.192000,24192
32,841,20,2,36,0 days 17:59:17,0 days 00:00:24.036000,24036
33,841,1,2,36,0 days 17:59:29,0 days 00:00:23.199000,23199
34,841,153,3,35,0 days 17:59:45,0 days 00:00:26.348000,26348
35,841,808,2,36,0 days 17:59:47,0 days 00:00:25.683000,25683
36,841,814,2,36,0 days 18:00:48,0 days 00:00:24.332000,24332
37,841,18,3,37,0 days 18:01:49,0 days 00:00:22.681000,22681
38,841,16,2,37,0 days 18:02:15,0 days 00:00:23.871000,23871
39,841,15,2,37,0 days 18:03:55,0 days 00:00:24.848000,24848
40,841,816,2,38,0 days 18:06:53,0 days 00:00:26.446000,26446
41,841,17,3,41,0 days 18:07:37,0 days 00:00:26.230000,26230
42,841,22,4,40,0 days 18:08:03,0 days 00:00:26.309000,26309
43,841,4,3,42,0 days 18:09:08,0 days 00:00:24.181000,24181
44,841,13,3,48,0 days 18:18:54,0 days 00:00:24.095000,24095
45,842,16,1,3,0 days 16:09:07,0 days 00:00:31.694000,31694
46,842,22,1,3,0 days 16:10:04,0 days 00:00:32.978000,32978
47,842,17,1,10,0 days 16:21:21,0 days 00:00:22.572000,22572
48,842,814,1,11,0 days 16:23:16,0 days 00:00:22.773000,22773
49,842,1,1,12,0 days 16:24:40,0 days 00:00:22.552000,22552
50,842,20,1,13,0 days 16:26:17,0 days 00:00:23.019000,23019
51,842,2,1,13,0 days 16:26:28,0 days 00:00:23.900000,23900
52,842,18,1,13,0 days 16:26:29,0 days 00:00:22.400000,22400
53,842,13,1,13,0 days 16:26:30,0 days 00:00:29.224000,29224
54,842,15,1,13,0 days 16:27:03,0 days 00:00:25.516000,25516
55,842,4,1,14,0 days 16:28:15,0 days 00:00:23.152000,23152
56,842,30,1,14,0 days 16:28:34,0 days 00:00:22.576000,22576
57,842,808,1,15,0 days 16:30:10,0 days 00:00:23.182000,23182
58,842,67,1,15,0 days 16:30:23,0 days 00:00:23.280000,23280
59,842,3,1,15,0 days 16:30:37,0 days 00:00:24.967000,24967
60,842,5,1,15,0 days 16:30:37,0 days 00:00:29.084000,29084
61,842,153,1,16,0 days 16:32:25,0 days 00:00:23.584000,23584
62,842,16,2,16,0 days 16:32:31,0 days 00:00:22.046000,22046
63,842,155,1,17,0 days 16:33:53,0 days 00:00:23.280000,23280
64,842,815,1,17,0 days 16:34:14,0 days 00:00:23.597000,23597
65,842,10,1,17,0 days 16:34:28,0 days 00:00:24.617000,24617
66,842,816,1,17,0 days 16:34:39,0 days 00:00:26.252000,26252
67,842,24,1,17,0 days 16:34:56,0 days 00:00:27.815000,27815
68,842,22,2,17,0 days 16:35:41,0 days 00:00:24.502000,24502
69,842,67,2,20,0 days 16:39:30,0 days 00:00:29.843000,29843
70,842,17,2,22,0 days 16:42:37,0 days 00:00:21.991000,21991
71,842,18,2,23,0 days 16:44:11,0 days 00:00:22.471000,22471
72,842,1,2,24,0 days 16:45:48,0 days 00:00:22.611000,22611
73,842,814,2,24,0 days 16:46:20,0 days 00:00:22.419000,22419
74,842,20,2,25,0 days 16:47:27,0 days 00:00:21.893000,21893
75,842,4,2,26,0 days 16:49:19,0 days 00:00:23.894000,23894
76,842,2,2,26,0 days 16:49:31,0 days 00:00:23.221000,23221
77,842,13,2,27,0 days 16:51:17,0 days 00:00:22.541000,22541
78,842,808,2,27,0 days 16:51:25,0 days 00:00:22.680000,22680
79,842,30,2,28,0 days 16:53:26,0 days 00:00:22.261000,22261
80,842,3,2,29,0 days 16:55:28,0 days 00:00:22.577000,22577
81,842,17,3,32,0 days 17:00:01,0 days 00:00:22.069000,22069
82,842,153,2,32,0 days 17:00:55,0 days 00:00:22.888000,22888
83,842,16,3,32,0 days 17:00:56,0 days 00:00:22.550000,22550
84,842,67,3,32,0 days 17:01:03,0 days 00:00:27.439000,27439
85,842,5,2,34,0 days 17:04:41,0 days 00:00:23.336000,23336
86,842,10,2,34,0 days 17:05:19,0 days 00:00:24.429000,24429
87,842,816,2,35,0 days 17:07:20,0 days 00:00:24.416000,24416
88,842,155,2,36,0 days 17:07:26,0 days 00:00:23.442000,23442
89,842,1,3,37,0 days 17:08:28,0 days 00:00:25.382000,25382
90,842,814,3,37,0 days 17:09:21,0 days 00:00:23.977000,23977
91,842,18,3,38,0 days 17:10:13,0 days 00:00:22.483000,22483
92,842,13,3,38,0 days 17:10:28,0 days 00:00:22.893000,22893
93,842,2,3,39,0 days 17:12:09,0 days 00:00:22.602000,22602
94,842,24,2,38,0 days 17:13:32,0 days 00:00:26.554000,26554
95,842,3,3,40,0 days 17:15:05,0 days 00:00:22.526000,22526
96,842,20,3,41,0 days 17:15:08,0 days 00:00:22.313000,22313
97,842,4,3,41,0 days 17:15:25,0 days 00:00:23.812000,23812
98,842,30,3,42,0 days 17:18:08,0 days 00:00:22.227000,22227
99,842,17,4,43,0 days 17:19:10,0 days 00:00:22.161000,22161
100,842,808,3,44,0 days 17:21:08,0 days 00:00:28.694000,28694
101,842,4,4,46,0 days 17:24:24,0 days 00:00:27.182000,27182
102,842,24,3,44,0 days 17:25:07,0 days 00:00:38.823000,38823
103,842,1,4,52,0 days 17:34:48,0 days 00:00:22.466000,22466
104,843,153,1,9,0 days 15:19:36,0 days 00:00:22.419000,22419
105,843,24,1,9,0 days 15:20:00,0 days 00:00:14.160000,14160
106,843,30,1,10,0 days 15:21:12,0 days 00:00:20.522000,20522
107,843,17,1,10,0 days 15:21:27,0 days 00:00:23.442000,23442
108,843,813,1,10,0 days 15:21:35,0 days 00:00:23.160000,23160
109,843,814,1,11,0 days 15:22:57,0 days 00:00:21.989000,21989
110,843,3,1,12,0 days 15:24:32,0 days 00:00:20.771000,20771
111,843,67,1,12,0 days 15:24:56,0 days 00:00:22.010000,22010
112,843,18,1,14,0 days 15:27:59,0 days 00:00:23.779000,23779
113,843,20,1,14,0 days 15:28:00,0 days 00:00:21.995000,21995
114,843,155,1,14,0 days 15:28:17,0 days 00:00:21.855000,21855
115,843,13,1,15,0 days 15:29:47,0 days 00:00:21.624000,21624
116,843,1,1,15,0 days 15:29:49,0 days 00:00:20.878000,20878
117,843,16,1,15,0 days 15:30:01,0 days 00:00:20.989000,20989
118,843,4,1,16,0 days 15:31:34,0 days 00:00:22.524000,22524
119,843,815,1,16,0 days 15:31:55,0 days 00:00:21.473000,21473
120,843,22,1,16,0 days 15:32:01,0 days 00:00:21.709000,21709
121,843,67,2,16,0 days 15:32:19,0 days 00:00:24.722000,24722
122,843,10,1,16,0 days 15:32:33,0 days 00:00:22.683000,22683
123,843,808,1,17,0 days 15:33:36,0 days 00:00:21.981000,21981
124,843,2,1,18,0 days 15:35:28,0 days 00:00:22.216000,22216
125,843,5,1,19,0 days 15:37:31,0 days 00:00:22.485000,22485
126,843,15,1,20,0 days 15:39:24,0 days 00:00:23.029000,23029
127,843,816,1,20,0 days 15:39:50,0 days 00:00:22.901000,22901
128,843,24,2,21,0 days 15:42:05,0 days 00:00:24.467000,24467
129,843,39,1,23,0 days 15:45:28,0 days 00:00:26.049000,26049
130,843,18,2,24,0 days 15:45:35,0 days 00:00:20.758000,20758
131,843,3,2,25,0 days 15:47:13,0 days 00:00:22.005000,22005
132,843,1,2,25,0 days 15:47:20,0 days 00:00:20.533000,20533
133,843,17,2,25,0 days 15:47:44,0 days 00:00:21.132000,21132
134,843,813,2,25,0 days 15:48:09,0 days 00:00:22.062000,22062
135,843,30,2,26,0 days 15:49:15,0 days 00:00:21.964000,21964
136,843,10,2,28,0 days 15:54:22,0 days 00:00:21.908000,21908
137,843,16,2,30,0 days 15:56:26,0 days 00:00:21.058000,21058
138,843,155,2,30,0 days 15:56:28,0 days 00:00:21.936000,21936
139,843,2,2,30,0 days 15:56:29,0 days 00:00:21.821000,21821
140,843,20,2,31,0 days 15:57:37,0 days 00:00:21.533000,21533
141,843,4,2,32,0 days 15:59:39,0 days 00:00:21.251000,21251
142,843,814,2,32,0 days 15:59:51,0 days 00:00:21.218000,21218
143,843,13,2,33,0 days 16:01:04,0 days 00:00:21.168000,21168
144,843,67,3,33,0 days 16:02:13,0 days 00:00:21.928000,21928
145,843,816,2,34,0 days 16:05:10,0 days 00:00:22.802000,22802
146,843,22,2,35,0 days 16:05:24,0 days 00:00:21.481000,21481
147,843,815,2,36,0 days 16:06:55,0 days 00:00:23.397000,23397
148,843,18,3,37,0 days 16:08:00,0 days 00:00:21.237000,21237
149,843,808,2,37,0 days 16:08:34,0 days 00:00:22.005000,22005
150,843,1,3,38,0 days 16:09:38,0 days 00:00:20.567000,20567
151,843,3,3,39,0 days 16:11:19,0 days 00:00:20.720000,20720
152,843,30,3,39,0 days 16:11:49,0 days 00:00:21.400000,21400
153,843,17,3,40,0 days 16:13:29,0 days 00:00:21.091000,21091
154,843,10,3,39,0 days 16:14:17,0 days 00:00:33.827000,33827
155,843,5,2,40,0 days 16:14:27,0 days 00:00:21.890000,21890
156,843,813,3,40,0 days 16:14:36,0 days 00:00:27.620000,27620
157,843,15,2,42,0 days 16:18:14,0 days 00:00:22.260000,22260
158,843,24,3,45,0 days 16:25:39,0 days 00:00:23.499000,23499
159,843,16,3,47,0 days 16:26:24,0 days 00:00:28.708000,28708
160,843,815,3,48,0 days 16:28:01,0 days 00:00:13.900000,13900
161,843,815,4,50,0 days 16:31:39,0 days 00:00:28.845000,28845
162,844,815,1,1,0 days 15:05:18,0 days 00:00:29.270000,29270
163,844,30,1,2,0 days 15:06:35,0 days 00:00:30.182000,30182
164,844,808,1,8,0 days 15:16:06,0 days 00:00:21.422000,21422
165,844,13,1,9,0 days 15:17:37,0 days 00:00:22.022000,22022
166,844,1,1,9,0 days 15:17:38,0 days 00:00:20.833000,20833
167,844,67,1,9,0 days 15:17:47,0 days 00:00:21.769000,21769
168,844,17,1,10,0 days 15:19:04,0 days 00:00:21.050000,21050
169,844,4,1,10,0 days 15:19:05,0 days 00:00:21.308000,21308
170,844,3,1,10,0 days 15:19:09,0 days 00:00:22.573000,22573
171,844,2,1,10,0 days 15:19:16,0 days 00:00:22.300000,22300
172,844,22,1,10,0 days 15:19:20,0 days 00:00:22.717000,22717
173,844,16,1,10,0 days 15:19:22,0 days 00:00:21.649000,21649
174,844,20,1,11,0 days 15:20:32,0 days 00:00:20.623000,20623
175,844,814,1,11,0 days 15:21:00,0 days 00:00:20.775000,20775
176,844,813,1,11,0 days 15:21:09,0 days 00:00:23.881000,23881
177,844,18,1,13,0 days 15:23:57,0 days 00:00:21.368000,21368
178,844,155,1,13,0 days 15:24:09,0 days 00:00:21.820000,21820
179,844,153,1,13,0 days 15:24:25,0 days 00:00:22.713000,22713
180,844,15,1,13,0 days 15:24:28,0 days 00:00:23.066000,23066
181,844,30,2,14,0 days 15:26:02,0 days 00:00:20.907000,20907
182,844,39,1,14,0 days 15:26:26,0 days 00:00:27.353000,27353
183,844,5,1,15,0 days 15:27:42,0 days 00:00:22.854000,22854
184,844,24,1,15,0 days 15:28:03,0 days 00:00:24.634000,24634
185,844,815,2,16,0 days 15:29:30,0 days 00:00:22.895000,22895
186,844,816,1,16,0 days 15:29:37,0 days 00:00:22.779000,22779
187,844,24,2,16,0 days 15:30:57,0 days 00:00:56.611000,56611
188,844,808,2,19,0 days 15:33:42,0 days 00:00:21.323000,21323
189,844,1,2,20,0 days 15:35:09,0 days 00:00:21.075000,21075
190,844,17,2,21,0 days 15:36:27,0 days 00:00:20.421000,20421
191,844,3,2,22,0 days 15:38:24,0 days 00:00:20.927000,20927
192,844,2,2,22,0 days 15:38:25,0 days 00:00:21.919000,21919
193,844,4,2,23,0 days 15:39:35,0 days 00:00:21.732000,21732
194,844,13,2,23,0 days 15:39:58,0 days 00:00:21.322000,21322
195,844,67,2,23,0 days 15:40:07,0 days 00:00:22.128000,22128
196,844,155,2,23,0 days 15:40:15,0 days 00:00:23.455000,23455
197,844,22,2,24,0 days 15:41:43,0 days 00:00:22.868000,22868
198,844,814,2,24,0 days 15:41:50,0 days 00:00:20.930000,20930
199,844,20,2,25,0 days 15:42:31,0 days 00:00:20.112000,20112
200,844,16,2,25,0 days 15:43:21,0 days 00:00:21.084000,21084
201,844,813,2,25,0 days 15:43:41,0 days 00:00:22.555000,22555
202,844,15,2,25,0 days 15:43:47,0 days 00:00:22.862000,22862
203,844,18,2,26,0 days 15:44:37,0 days 00:00:22.639000,22639
204,844,39,2,27,0 days 15:47:59,0 days 00:00:24.962000,24962
205,844,153,2,29,0 days 15:49:46,0 days 00:00:21.826000,21826
206,844,30,3,30,0 days 15:51:13,0 days 00:00:20.379000,20379
207,844,5,2,31,0 days 15:53:27,0 days 00:00:21.633000,21633
208,844,814,3,32,0 days 15:54:38,0 days 00:00:20.887000,20887
209,844,815,3,32,0 days 15:54:42,0 days 00:00:22.365000,22365
210,844,3,3,33,0 days 15:55:49,0 days 00:00:20.949000,20949
211,844,1,3,34,0 days 15:57:04,0 days 00:00:35.688000,35688
212,844,816,2,33,0 days 15:57:20,0 days 00:00:24.837000,24837
213,844,808,3,34,0 days 15:57:21,0 days 00:00:21.838000,21838
214,844,13,3,34,0 days 15:57:22,0 days 00:00:23.471000,23471
215,844,17,3,35,0 days 15:58:20,0 days 00:00:20.843000,20843
216,844,4,3,36,0 days 15:59:49,0 days 00:00:21.702000,21702
217,844,2,3,36,0 days 16:00:31,0 days 00:00:20.872000,20872
218,844,24,3,35,0 days 16:02:57,0 days 00:00:25.125000,25125
219,844,155,3,38,0 days 16:03:58,0 days 00:00:22.456000,22456
220,844,18,3,39,0 days 16:05:05,0 days 00:00:21.417000,21417
221,844,153,3,39,0 days 16:05:31,0 days 00:00:21.986000,21986
222,844,20,3,40,0 days 16:05:46,0 days 00:00:20.385000,20385
223,844,15,3,39,0 days 16:06:10,0 days 00:00:22.219000,22219
224,844,67,3,40,0 days 16:06:48,0 days 00:00:22.032000,22032
225,844,22,3,40,0 days 16:07:01,0 days 00:00:21.687000,21687
226,844,16,3,40,0 days 16:07:05,0 days 00:00:21.006000,21006
227,844,24,4,37,0 days 16:07:22,0 days 00:00:43.603000,43603
228,844,813,3,41,0 days 16:09:04,0 days 00:00:21.827000,21827
229,844,815,4,42,0 days 16:10:21,0 days 00:00:21.715000,21715
230,844,3,4,44,0 days 16:12:55,0 days 00:00:20.308000,20308
231,844,814,4,44,0 days 16:13:28,0 days 00:00:21.403000,21403
232,844,17,4,45,0 days 16:13:49,0 days 00:00:22.087000,22087
233,844,808,4,45,0 days 16:14:37,0 days 00:00:21.662000,21662
234,844,30,4,45,0 days 16:14:46,0 days 00:00:20.597000,20597
235,844,4,4,46,0 days 16:15:17,0 days 00:00:21.379000,21379
236,844,813,4,45,0 days 16:15:30,0 days 00:00:13.925000,13925
237,844,1,4,46,0 days 16:15:51,0 days 00:00:22.041000,22041
238,844,2,4,46,0 days 16:16:10,0 days 00:00:21.884000,21884
239,844,13,4,46,0 days 16:16:13,0 days 00:00:26.685000,26685
240,844,20,4,47,0 days 16:16:40,0 days 00:00:20.489000,20489
241,844,39,3,45,0 days 16:17:26,0 days 00:00:24.474000,24474
242,844,5,3,53,0 days 16:28:36,0 days 00:00:23.114000,23114
243,844,153,4,55,0 days 16:30:31,0 days 00:00:21.931000,21931
244,845,155,1,1,0 days 14:05:11,0 days 00:00:24.871000,24871
245,845,815,1,7,0 days 14:14:14,0 days 00:00:23.592000,23592
246,845,813,1,8,0 days 14:15:48,0 days 00:00:22.689000,22689
247,845,20,1,9,0 days 14:16:54,0 days 00:00:20.253000,20253
248,845,67,1,9,0 days 14:17:17,0 days 00:00:20.818000,20818
249,845,4,1,10,0 days 14:18:23,0 days 00:00:20.567000,20567
250,845,17,1,10,0 days 14:18:27,0 days 00:00:20.881000,20881
251,845,30,1,10,0 days 14:18:43,0 days 00:00:20.084000,20084
252,845,1,1,11,0 days 14:19:57,0 days 00:00:19.761000,19761
253,845,808,1,11,0 days 14:20:14,0 days 00:00:21.856000,21856
254,845,3,1,11,0 days 14:20:17,0 days 00:00:20.647000,20647
255,845,13,1,11,0 days 14:20:19,0 days 00:00:20.800000,20800
256,845,153,1,11,0 days 14:20:28,0 days 00:00:20.741000,20741
257,845,22,1,11,0 days 14:20:48,0 days 00:00:29.936000,29936
258,845,16,1,13,0 days 14:23:57,0 days 00:00:20.773000,20773
259,845,18,1,14,0 days 14:24:51,0 days 00:00:20.015000,20015
260,845,39,1,14,0 days 14:25:56,0 days 00:00:24.843000,24843
261,845,814,1,15,0 days 14:26:40,0 days 00:00:20.070000,20070
262,845,15,1,15,0 days 14:26:50,0 days 00:00:22.364000,22364
263,845,5,1,16,0 days 14:28:30,0 days 00:00:21.019000,21019
264,845,24,1,16,0 days 14:28:55,0 days 00:00:23.157000,23157
265,845,10,1,16,0 days 14:29:00,0 days 00:00:22.744000,22744
266,845,816,1,17,0 days 14:30:41,0 days 00:00:23.176000,23176
267,845,20,2,18,0 days 14:30:44,0 days 00:00:19.887000,19887
268,845,4,2,19,0 days 14:32:13,0 days 00:00:20.238000,20238
269,845,17,2,19,0 days 14:32:16,0 days 00:00:20.079000,20079
270,845,813,2,20,0 days 14:34:36,0 days 00:00:24.821000,24821
271,845,13,2,21,0 days 14:35:51,0 days 00:00:21.635000,21635
272,845,2,1,21,0 days 14:36:21,0 days 00:00:21.322000,21322
273,845,1,2,23,0 days 14:38:08,0 days 00:00:20.235000,20235
274,845,22,2,23,0 days 14:39:40,0 days 00:00:21.226000,21226
275,845,153,2,24,0 days 14:40:47,0 days 00:00:20.872000,20872
276,845,67,2,25,0 days 14:42:10,0 days 00:00:24.745000,24745
277,845,155,2,25,0 days 14:42:46,0 days 00:00:21.128000,21128
278,845,30,2,26,0 days 14:43:25,0 days 00:00:20.487000,20487
279,845,808,2,26,0 days 14:43:33,0 days 00:00:24.232000,24232
280,845,3,2,27,0 days 14:45:01,0 days 00:00:19.534000,19534
281,845,4,3,29,0 days 14:47:26,0 days 00:00:20.738000,20738
282,845,17,3,29,0 days 14:47:27,0 days 00:00:20.279000,20279
283,845,5,2,28,0 days 14:47:28,0 days 00:00:20.807000,20807
284,845,815,2,29,0 days 14:48:40,0 days 00:00:21.143000,21143
285,845,15,2,29,0 days 14:48:41,0 days 00:00:21.723000,21723
286,845,39,2,28,0 days 14:48:52,0 days 00:00:24.448000,24448
287,845,18,2,30,0 days 14:49:06,0 days 00:00:20.763000,20763
288,845,16,2,30,0 days 14:50:19,0 days 00:00:20.267000,20267
289,845,814,2,32,0 days 14:53:02,0 days 00:00:20.126000,20126
290,845,20,3,34,0 days 14:54:42,0 days 00:00:20.426000,20426
291,845,1,3,35,0 days 14:56:14,0 days 00:00:20.473000,20473
292,845,816,2,34,0 days 14:58:05,0 days 00:00:22.982000,22982
293,845,22,3,35,0 days 14:58:09,0 days 00:00:20.650000,20650
294,845,13,3,36,0 days 14:58:48,0 days 00:00:22.419000,22419
295,845,813,3,36,0 days 14:59:14,0 days 00:00:21.574000,21574
296,845,2,2,36,0 days 14:59:22,0 days 00:00:21.953000,21953
297,845,153,3,36,0 days 14:59:25,0 days 00:00:21.019000,21019
298,845,4,4,39,0 days 15:02:54,0 days 00:00:20.380000,20380
299,845,10,2,38,0 days 15:03:54,0 days 00:00:21.632000,21632
300,845,30,3,41,0 days 15:06:21,0 days 00:00:20.451000,20451
301,845,808,3,41,0 days 15:06:36,0 days 00:00:21.739000,21739
302,845,5,3,41,0 days 15:07:42,0 days 00:00:23.068000,23068
303,845,3,3,42,0 days 15:07:53,0 days 00:00:20.395000,20395
304,845,67,3,42,0 days 15:08:31,0 days 00:00:20.819000,20819
305,845,15,3,43,0 days 15:10:27,0 days 00:00:23.001000,23001
306,845,155,3,44,0 days 15:11:40,0 days 00:00:20.500000,20500
307,845,17,4,47,0 days 15:14:50,0 days 00:00:19.984000,19984
308,845,20,4,48,0 days 15:15:41,0 days 00:00:20.292000,20292
309,845,815,3,47,0 days 15:16:00,0 days 00:00:21.829000,21829
310,845,18,3,48,0 days 15:16:10,0 days 00:00:20.107000,20107
311,845,1,4,49,0 days 15:17:11,0 days 00:00:20.988000,20988
312,845,16,3,48,0 days 15:17:54,0 days 00:00:23.230000,23230
313,845,39,3,47,0 days 15:19:38,0 days 00:00:24.298000,24298
314,845,2,3,50,0 days 15:20:32,0 days 00:00:20.796000,20796
315,845,153,4,50,0 days 15:21:09,0 days 00:00:23.143000,23143
316,845,816,3,49,0 days 15:21:44,0 days 00:00:21.708000,21708
317,845,814,3,51,0 days 15:22:03,0 days 00:00:20.573000,20573
318,845,813,4,53,0 days 15:25:26,0 days 00:00:22.077000,22077
319,845,10,3,53,0 days 15:27:29,0 days 00:00:21.170000,21170
320,845,22,4,54,0 days 15:27:32,0 days 00:00:20.637000,20637
321,846,30,1,12,0 days 14:19:30,0 days 00:00:35.084000,35084
322,846,18,1,15,0 days 14:22:57,0 days 00:00:25.280000,25280
323,846,3,1,15,0 days 14:23:33,0 days 00:00:25.189000,25189
324,846,20,1,16,0 days 14:24:15,0 days 00:00:28.536000,28536
325,846,17,1,16,0 days 14:24:32,0 days 00:00:37.735000,37735
326,846,4,1,17,0 days 14:25:41,0 days 00:00:25.352000,25352
327,846,5,1,19,0 days 14:29:21,0 days 00:00:26.477000,26477
328,846,814,1,20,0 days 14:30:24,0 days 00:00:24.970000,24970
329,846,1,1,22,0 days 14:33:00,0 days 00:00:31.445000,31445
330,846,10,1,22,0 days 14:33:33,0 days 00:00:26.827000,26827
331,846,15,1,24,0 days 14:36:13,0 days 00:00:25.595000,25595
332,846,813,1,25,0 days 14:37:09,0 days 00:00:26.468000,26468
333,846,13,1,26,0 days 14:38:20,0 days 00:00:26.615000,26615
334,846,39,1,25,0 days 14:38:46,0 days 00:00:28.325000,28325
335,846,814,2,27,0 days 14:40:23,0 days 00:00:19.360000,19360
336,846,808,1,28,0 days 14:41:17,0 days 00:00:28.856000,28856
337,846,153,1,29,0 days 14:43:07,0 days 00:00:25.907000,25907
338,846,22,1,32,0 days 14:46:47,0 days 00:00:25.921000,25921
339,846,18,2,33,0 days 14:46:57,0 days 00:00:26.421000,26421
340,846,814,3,32,0 days 14:47:35,0 days 00:00:47.226000,47226
341,846,2,1,33,0 days 14:48:15,0 days 00:00:25.851000,25851
342,846,67,1,33,0 days 14:48:16,0 days 00:00:26.073000,26073
343,846,4,2,34,0 days 14:48:45,0 days 00:00:31.382000,31382
344,846,3,2,33,0 days 14:48:50,0 days 00:00:25.310000,25310
345,846,24,1,32,0 days 14:49:02,0 days 00:00:28.298000,28298
346,846,816,1,33,0 days 14:49:39,0 days 00:00:27.577000,27577
347,846,155,1,34,0 days 14:49:49,0 days 00:00:28.642000,28642
348,846,16,1,34,0 days 14:49:51,0 days 00:00:25.037000,25037
349,846,39,2,33,0 days 14:51:08,0 days 00:00:39.917000,39917
350,846,1,2,43,0 days 15:03:45,0 days 00:00:19.347000,19347
351,846,15,2,46,0 days 15:09:08,0 days 00:00:26.065000,26065
352,846,18,3,48,0 days 15:09:55,0 days 00:00:24.670000,24670
353,846,1,3,49,0 days 15:12:04,0 days 00:00:26.977000,26977
354,846,5,2,52,0 days 15:17:38,0 days 00:00:25.878000,25878
355,846,3,3,53,0 days 15:18:33,0 days 00:00:25.116000,25116
356,846,813,2,54,0 days 15:18:38,0 days 00:00:25.687000,25687
357,846,17,2,55,0 days 15:19:56,0 days 00:00:26.269000,26269
358,846,153,2,56,0 days 15:22:30,0 days 00:00:27.550000,27550
359,846,67,2,62,0 days 15:30:24,0 days 00:00:25.045000,25045
360,846,816,2,63,0 days 15:33:21,0 days 00:00:26.464000,26464
361,846,16,2,68,0 days 15:37:52,0 days 00:00:27.879000,27879
362,846,22,2,68,0 days 15:38:54,0 days 00:00:25.675000,25675
363,846,2,2,69,0 days 15:40:13,0 days 00:00:26.281000,26281
364,847,18,1,8,0 days 13:15:11,0 days 00:00:23.650000,23650
365,847,24,1,9,0 days 13:17:25,0 days 00:00:27.202000,27202
366,847,18,2,13,0 days 13:25:10,0 days 00:00:14.501000,14501
367,847,22,1,15,0 days 13:28:31,0 days 00:00:23.305000,23305
368,847,16,1,16,0 days 13:30:09,0 days 00:00:24.052000,24052
369,847,4,1,17,0 days 13:31:21,0 days 00:00:23.893000,23893
370,847,3,1,17,0 days 13:31:28,0 days 00:00:23.105000,23105
371,847,813,1,17,0 days 13:31:45,0 days 00:00:23.571000,23571
372,847,67,1,17,0 days 13:31:50,0 days 00:00:23.949000,23949
373,847,816,1,17,0 days 13:32:07,0 days 00:00:24.143000,24143
374,847,30,1,18,0 days 13:33:04,0 days 00:00:24.472000,24472
375,847,4,2,19,0 days 13:34:54,0 days 00:00:26.348000,26348
376,847,18,3,19,0 days 13:35:02,0 days 00:00:23.868000,23868
377,847,3,2,19,0 days 13:35:10,0 days 00:00:22.986000,22986
378,847,153,1,19,0 days 13:35:14,0 days 00:00:26.045000,26045
379,847,22,2,19,0 days 13:35:21,0 days 00:00:25.066000,25066
380,847,5,1,19,0 days 13:35:26,0 days 00:00:44.037000,44037
381,847,15,1,19,0 days 13:35:28,0 days 00:00:51.684000,51684
382,847,813,2,19,0 days 13:35:30,0 days 00:00:24.943000,24943
383,847,20,1,20,0 days 13:36:13,0 days 00:00:23.872000,23872
384,847,17,1,20,0 days 13:36:40,0 days 00:00:29.546000,29546
385,847,67,2,20,0 days 13:37:27,0 days 00:00:24.649000,24649
386,847,13,1,21,0 days 13:38:09,0 days 00:00:24.886000,24886
387,847,30,2,21,0 days 13:38:51,0 days 00:00:24.196000,24196
