,raceId,driverId,constructorId,grid,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
6333,299,70,18,0,29,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6334,299,90,38,0,30,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6335,299,135,38,0,31,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6336,300,30,22,3,1,10.0,44,0 days 01:36:10.721000,5770721.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6337,300,95,3,1,2,6.0,44,0 days 01:36:47.316000,5807316.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6338,300,119,3,4,3,4.0,44,0 days 01:36:54.618000,5814618.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6339,300,84,22,9,4,3.0,44,0 days 01:36:56.780000,5816780.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6340,300,102,1,2,5,2.0,44,0 days 01:37:19.090000,5839090.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6341,300,57,32,8,6,1.0,44,0 days 01:37:20.751000,5840751.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6342,300,109,35,16,7,0.0,44,0 days 01:37:48.958000,5868958.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6343,300,110,25,13,8,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6344,300,88,29,25,9,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6345,300,128,36,15,10,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6346,300,91,37,18,11,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6347,300,125,37,21,12,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6348,300,65,32,10,13,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6349,300,127,17,24,14,0.0,42,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6350,300,131,17,17,15,0.0,42,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6351,300,81,18,23,16,0.0,42,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6352,300,79,33,26,17,0.0,42,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6353,300,92,33,20,18,0.0,40,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6354,300,123,27,7,19,0.0,27,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6355,300,122,6,12,20,0.0,25,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6356,300,99,36,11,21,0.0,25,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6357,300,105,29,14,22,0.0,20,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6358,300,55,6,5,23,0.0,7,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,207.2375,29
6359,300,129,25,22,24,0.0,1,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.00087162162166,3
6360,300,77,1,6,25,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6361,300,94,35,19,26,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6362,300,104,18,0,27,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6363,300,90,38,0,28,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6364,300,135,38,0,29,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6365,300,100,27,0,30,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.86299999999997,54
6366,301,102,1,2,1,10.0,53,0 days 01:18:15.349000,4695349.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6367,301,84,22,9,2,6.0,53,0 days 01:18:32.399000,4712399.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6368,301,30,22,6,3,4.0,53,0 days 01:18:39.722000,4719722.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6369,301,77,1,5,4,3.0,53,0 days 01:19:40.839000,4780839.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6370,301,119,3,4,5,2.0,53,0 days 01:19:48.507000,4788507.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6371,301,110,25,21,6,1.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6372,301,105,29,16,7,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6373,301,94,35,22,8,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6374,301,79,33,23,9,0.0,50,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6375,301,91,37,17,10,0.0,50,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6376,301,109,35,14,11,0.0,47,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6377,301,127,17,26,12,0.0,46,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6378,301,95,3,1,13,0.0,41,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.81522222222225,10
6379,301,123,27,8,14,0.0,41,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,189.10762500000004,37
6380,301,100,27,15,15,0.0,35,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6381,301,99,36,20,16,0.0,30,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6382,301,129,25,18,17,0.0,26,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6383,301,65,32,13,18,0.0,18,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6384,301,125,37,24,19,0.0,17,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6385,301,55,6,3,20,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,69
6386,301,122,6,7,21,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.81522222222225,10
6387,301,81,18,12,22,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6388,301,92,33,10,23,0.0,11,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6389,301,57,32,11,24,0.0,5,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6390,301,88,29,19,25,0.0,2,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.4498928571429,22
6391,301,128,36,25,26,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.61754545454548,8
6392,301,104,18,0,27,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6393,301,131,17,0,28,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6394,302,95,3,1,1,10.0,71,0 days 01:34:46.659000,5686659.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6395,302,77,1,4,2,6.0,71,0 days 01:35:24.192000,5724192.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6396,302,102,1,3,3,4.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6397,302,84,22,6,4,3.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6398,302,57,32,7,5,2.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6399,302,105,29,8,6,1.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6400,302,30,22,5,7,0.0,69,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6401,302,123,27,11,8,0.0,69,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6402,302,110,25,12,9,0.0,69,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6403,302,88,29,17,10,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6404,302,125,37,23,11,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6405,302,104,18,26,12,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6406,302,131,17,24,13,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6407,302,81,18,18,14,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6408,302,109,35,19,15,0.0,51,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,68
6409,302,91,37,22,16,0.0,48,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6410,302,100,27,14,17,0.0,47,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6411,302,79,33,25,18,0.0,46,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6412,302,119,3,2,19,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6413,302,94,35,21,20,0.0,43,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,207.2375,29
6414,302,122,6,16,21,0.0,34,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6415,302,129,25,15,22,0.0,27,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6416,302,92,33,13,23,0.0,25,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6417,302,127,17,20,24,0.0,19,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.81522222222225,10
6418,302,55,6,10,25,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6419,302,65,32,9,26,0.0,2,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.00087162162166,3
6420,303,119,3,2,1,10.0,53,0 days 01:33:09.533000,5589533.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6421,303,77,1,4,2,6.0,53,0 days 01:33:23.262000,5603262.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6422,303,84,22,13,3,4.0,53,0 days 01:34:25.036000,5665036.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6423,303,110,25,9,4,3.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6424,303,55,6,15,5,2.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6425,303,104,18,12,6,1.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6426,303,131,17,17,7,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6427,303,88,29,16,8,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6428,303,109,35,22,9,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6429,303,94,35,19,10,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6430,303,79,33,20,11,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6431,303,78,6,11,12,0.0,52,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6432,303,125,37,26,13,0.0,51,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6433,303,81,18,14,14,0.0,51,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6434,303,105,29,24,15,0.0,51,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6435,303,95,3,1,16,0.0,44,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6436,303,57,32,7,17,0.0,44,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6437,303,92,33,18,18,0.0,39,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6438,303,100,27,8,19,0.0,36,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6439,303,136,37,23,20,0.0,27,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.61754545454548,8
6440,303,127,17,25,21,0.0,22,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6441,303,65,32,6,22,0.0,15,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6442,303,30,22,5,23,0.0,13,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6443,303,129,25,21,24,0.0,6,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6444,303,123,27,10,25,0.0,3,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6445,303,102,1,3,26,0.0,2,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6446,304,77,1,4,1,10.0,81,0 days 01:46:54.786000,6414786.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6447,304,30,22,5,2,6.0,81,0 days 01:46:55.527000,6415527.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6448,304,84,22,8,3,4.0,81,0 days 01:47:48.942000,6468942.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6449,304,55,6,6,4,3.0,80,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6450,304,123,27,22,5,2.0,80,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6451,304,131,17,15,6,1.0,80,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6452,304,57,32,10,7,0.0,80,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6453,304,88,29,18,8,0.0,79,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6454,304,104,18,17,9,0.0,79,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6455,304,81,18,16,10,0.0,79,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6456,304,78,6,19,11,0.0,79,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6457,304,136,37,25,12,0.0,78,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6458,304,65,32,12,13,0.0,77,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.34253999999999,14
6459,304,109,35,24,14,0.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6460,304,125,37,23,15,0.0,55,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6461,304,92,33,21,16,0.0,51,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,69
6462,304,119,3,3,17,0.0,50,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6463,304,79,33,26,18,0.0,35,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,215.74400000000003,24
6464,304,110,25,7,19,0.0,29,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6465,304,95,3,1,20,0.0,18,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6466,304,102,1,2,21,0.0,18,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6467,304,127,17,20,22,0.0,7,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6468,304,100,27,9,23,0.0,4,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6469,304,105,29,11,24,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6470,304,94,35,14,25,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.00087162162166,3
6471,304,129,25,13,26,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.00087162162166,3
6472,305,102,1,1,1,10.0,81,0 days 02:00:47.828000,7247828.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6473,305,117,6,2,2,6.0,81,0 days 02:01:04.150000,7264150.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6474,305,137,22,5,3,4.0,81,0 days 02:02:05.204000,7325204.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6475,305,131,25,11,4,3.0,81,0 days 02:02:13.237000,7333237.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6476,305,138,25,16,5,2.0,80,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6477,305,88,33,21,6,1.0,79,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6478,305,78,40,17,7,0.0,78,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6479,305,99,39,22,8,0.0,77,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.34253999999999,14
6480,305,94,18,15,9,0.0,75,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6481,305,92,17,14,10,0.0,75,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6482,305,84,34,12,11,0.0,73,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,206.09133333333332,18
6483,305,55,6,6,12,0.0,72,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6484,305,57,32,13,13,0.0,59,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6485,305,119,3,3,14,0.0,49,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6486,305,90,22,8,15,0.0,49,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6487,305,105,29,25,16,0.0,41,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6488,305,122,41,18,17,0.0,40,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6489,305,123,27,20,18,0.0,40,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6490,305,77,1,7,19,0.0,36,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,212.21166666666667,48
6491,305,95,3,4,20,0.0,35,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6492,305,127,41,23,21,0.0,34,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6493,305,87,34,24,22,0.0,32,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6494,305,139,35,9,23,0.0,16,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6495,305,81,18,26,24,0.0,15,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6496,305,109,35,10,25,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6497,305,103,33,19,26,0.0,4,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6498,305,133,29,0,27,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6499,305,140,39,0,28,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6500,305,100,27,0,29,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6501,305,141,32,0,30,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6502,305,110,17,0,31,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6503,305,142,42,0,32,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6504,305,129,36,0,33,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6505,305,128,40,0,34,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6506,306,102,1,1,1,10.0,71,0 days 01:38:28.128000,5908128.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6507,306,119,3,2,2,6.0,71,0 days 01:38:31.119000,5911119.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6508,306,77,1,4,3,4.0,71,0 days 01:38:33.544000,5913544.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6509,306,117,6,6,4,3.0,71,0 days 01:38:46.497000,5926497.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6510,306,137,22,7,5,2.0,71,0 days 01:38:50.088000,5930088.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6511,306,55,6,5,6,1.0,71,0 days 01:38:51.769000,5931769.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6512,306,90,22,14,7,0.0,70,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6513,306,81,18,21,8,0.0,69,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6514,306,57,32,22,9,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6515,306,123,27,18,10,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6516,306,139,35,12,11,0.0,68,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6517,306,84,34,26,12,0.0,67,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.34253999999999,14
6518,306,92,17,10,13,0.0,63,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,69
6519,306,95,3,3,14,0.0,59,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6520,306,100,27,23,15,0.0,50,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6521,306,94,18,20,16,0.0,47,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6522,306,87,34,25,17,0.0,34,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6523,306,103,33,11,18,0.0,33,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,196.8225,21
6524,306,109,35,19,19,0.0,22,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.81522222222225,10
6525,306,110,17,13,20,0.0,20,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6526,306,131,25,9,21,0.0,19,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6527,306,122,41,15,22,0.0,16,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6528,306,138,25,16,23,0.0,12,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6529,306,127,41,8,24,0.0,9,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,68
6530,306,99,39,24,25,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.4498928571429,22
6531,306,88,33,17,26,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,212.21166666666667,48
6532,306,133,29,0,27,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6533,306,140,39,0,28,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6534,306,105,29,0,29,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6535,306,141,32,0,30,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6536,306,129,36,0,31,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6537,306,128,40,0,32,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6538,306,78,40,0,33,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6539,306,142,42,0,34,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,97
6540,307,102,1,1,1,10.0,61,0 days 01:35:14.750000,5714750.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6541,307,77,1,5,2,6.0,61,0 days 01:35:16.425000,5716425.0,0.0,0.0,0 days 00:00:00,206.23396033755265,1
6542,307,109,35,16,3,4.0,60,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.77938275084574,11
6543,307,94,18,9,4,3.0,59,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.85497263681592,12
6544,307,57,32,25,5,2.0,58,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6545,307,141,32,26,6,1.0,58,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6546,307,123,27,24,7,0.0,58,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6547,307,87,34,23,8,0.0,58,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,197.40500862068973,13
6548,307,128,40,21,9,0.0,57,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.62599999999998,60
6549,307,100,27,19,10,0.0,57,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.34253999999999,14
6550,307,84,34,18,11,0.0,57,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,192.34253999999999,14
6551,307,127,41,15,12,0.0,55,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6552,307,90,22,13,13,0.0,54,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6553,307,131,25,6,14,0.0,41,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6554,307,110,17,11,15,0.0,37,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6555,307,92,17,13,16,0.0,37,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,198.4498928571429,22
6556,307,122,41,22,17,0.0,24,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6557,307,103,26,17,18,0.0,17,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,202.02059999999994,5
6558,307,119,3,2,19,0.0,17,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.81522222222225,10
6559,307,138,25,10,20,0.0,15,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,199.07804761904762,7
6560,307,81,18,8,21,0.0,10,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,195.0553804347826,6
6561,307,55,6,7,22,0.0,2,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6562,307,88,26,20,23,0.0,2,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6563,307,137,22,14,24,0.0,1,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6564,307,95,3,4,25,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,188.29933540372681,4
6565,307,117,6,3,26,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,191.2521785714286,20
6566,307,99,39,0,27,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
6567,307,120,39,0,28,0.0,0,0 days 00:00:00,,0.0,0.0,0 days 00:00:00,203.08333222314735,81
